model,seed,window_id,split_type,regime,n_steps,sigma_low,sigma_high,cumulative_reward,avg_step_reward,median_step_reward,sharpe_ratio,width_mean,width_median,width_std,action_distribution
ppo_ewma_vol,17,0,quartile,q1,208,0.003904311458280414,0.005805996237166947,1658.5055014980985,7.973584141817781,7.010056335165348,62.67868509306662,100.0,100.0,0.0,"{""100"": 208}"
ppo_ewma_vol,17,0,quartile,q2,207,0.005808011775348807,0.0075938423613455455,3026.1680338375318,14.61916924559194,10.447985293505146,68.87382583716516,100.0,100.0,0.0,"{""100"": 207}"
ppo_ewma_vol,17,0,quartile,q3,207,0.0076104117815991865,0.009129738529571883,9144.452600339753,44.176099518549535,28.671909429269125,81.47777130050186,100.0,100.0,0.0,"{""100"": 207}"
ppo_ewma_vol,17,0,quartile,q4,208,0.00913035040892261,0.01560724332873508,14671.757223635628,70.53729434440206,37.395809665433234,66.40593155637681,100.0,100.0,0.0,"{""100"": 208}"
ppo_ewma_vol,17,1,median,high,415,0.00877686518307358,0.020503009953609787,201869.30780612008,486.432067002699,60.319068783574906,38.78832969177024,100.0,100.0,0.0,"{""0"": 130, ""100"": 285}"
ppo_ewma_vol,17,1,median,low,415,0.005260547759978775,0.00877464812492682,21379.686815784673,51.5173176283968,18.339893567154924,53.14620589625163,100.0,100.0,0.0,"{""0"": 263, ""100"": 152}"
ppo_ewma_vol,17,1,quartile,q1,208,0.005260547759978775,0.0076527614776512485,15400.279986010315,74.03980762504959,18.576602962184545,59.00656444315649,100.0,100.0,0.0,"{""0"": 110, ""100"": 98}"
ppo_ewma_vol,17,1,quartile,q2,207,0.00765609430405071,0.00877464812492682,5979.40682977436,28.886023332243283,18.339893567154924,67.13912490697886,100.0,100.0,0.0,"{""0"": 153, ""100"": 54}"
ppo_ewma_vol,17,1,quartile,q3,207,0.00877686518307358,0.011221973722211651,14341.335003582702,69.28181161151063,27.640449424741817,47.678158814942066,100.0,100.0,0.0,"{""0"": 114, ""100"": 93}"
ppo_ewma_vol,17,1,quartile,q4,208,0.011289584285662409,0.020503009953609787,187527.97280253738,901.5767923198912,343.7064177143435,54.642360645000345,100.0,100.0,0.0,"{""0"": 16, ""100"": 192}"
ppo_ewma_vol,29,0,median,high,113,0.008750506362307238,0.01196715425026814,3756.8644799476124,33.246588318120466,-4.999999679375015,12.583600271079066,12.035398230088495,10.0,4.026305545514098,"{""10"": 90, ""20"": 23}"
ppo_ewma_vol,29,0,median,low,113,0.006850722909516927,0.008720265899835733,-539.3466852401176,-4.772979515399271,-4.999999930740762,-466.844848800826,12.212389380530974,10.0,4.150810406923389,"{""10"": 88, ""20"": 25}"
ppo_ewma_vol,29,0,quartile,q1,57,0.006850722909516927,0.007871597013399513,-281.19546393349606,-4.933253753219229,-4.998620497078009,-2119.2177565351076,11.052631578947368,10.0,3.068922049918579,"{""10"": 51, ""20"": 6}"
